Caribbean small states,CSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.869560003,4.223160028,4.459119916,3.912549973,6.191319942,6.198480129,6.370600224,6.266640186,4.371143818,4.462421417,4.293595433,4.301859856,4.540880203,4.281205893,4.315299869,4.381144285,4.912137508,4.320009947
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.704810143,8.358090401,9.571169853,10.26823044,14.05908012,13.12485981,12.83730984,4.07831502,11.55166054,10.67169571,9.607468605,8.963336945,9.013133049,4.184885025,4.064687848,9.046969414,11.52479649,4.0849078295000005
Curacao,CUW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,4.079585075500001,4.017340183,3.9131599665000003,4.33701992,4.483980179,4.048079967,4.07831502,6.293713093,5.10559988,4.139840126,7.360690117,7.234452724,4.184885025,6.812981606,6.624621391,7.725708485,7.01665163
Cayman Islands,CYM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,4.079585075500001,4.017340183,3.9131599665000003,4.33701992,4.483980179,4.048079967,4.07831502,4.164209843,4.2676501275,4.139840126,4.232900143,4.294914961,4.184885025,2.316178799,2.215896606,4.420020103500001,4.0849078295000005
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.9895401,5.11552,5.581669807,6.117720127,6.722760201,7.205450058,6.525599957,6.520420074,5.911854744,6.467470169,6.421110153,6.304910183,6.11811018,5.69961977,5.039629459,5.21296978,5.686289787,5.61941576
Czechia,CZE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.64034009,3.732830048,3.95878005,3.992389917,3.727190018,4.14605999,4.033500195,4.242090225,4.220709801,4.046760082,3.965229988,5.751820087,5.553730011,3.806159973,4.266059875,4.542469978,4.721590042,5.053264141
Germany,DEU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.068152428,4.147081375,4.163057327,4.10064888,4.549240112,4.340054035,5.095880032,4.984250069,4.928440094,4.935389996,4.921020031,4.855150223,4.839230061,4.871829987,4.979330063,5.116769791,5.587590218,4.530963898
Djibouti,DJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,9.659999847,7.805429935,8.447600365,9.264670372,4.33701992,4.483980179,4.49022007,4.07831502,6.351275444,4.647825241,4.384075165,3.598949909,3.922260046,3.733449936,3.751430035,4.042768955,4.420020103500001,4.0849078295000005
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,4.079585075500001,4.017340183,3.9131599665000003,4.33701992,4.483980179,4.048079967,4.07831502,4.393104553,4.464482784,4.5245924,3.408580065,5.129719734,4.766750813,5.153604507,5.534490108,4.69630003,5.465845108
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.084340096,8.215450287,8.213029861,8.207630157,7.4760499,8.448880196,8.559550285,8.48486042,7.237820148,8.494429588,7.634850025,7.0104146,7.476940155,7.115859985,7.000150204,6.909699917,7.389110088,6.039748669
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.888290048,1.967829943,1.914010048,3.9131599665000003,4.33701992,4.483980179,4.048079967,4.07831502,4.164209843,3.628181458,3.622434378,3.604002714,3.850495577,3.920267582,3.918210745,4.042768955,4.517698288,3.747313499
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,4.079585075500001,4.017340183,3.9131599665000003,4.33701992,4.483980179,4.048079967,4.07831502,7.637597084,7.29229641,7.31870079,7.962967396,7.344342709,6.401838303,6.324539185,6.036906719,7.042397499,6.299347401
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.208930016,2.92463994,2.89222002,2.748470068,3.570144176,3.806730986,3.754642487,3.651097536,3.770506263,3.767437458,3.540122986,3.583600044,3.569971323,3.441989064,3.246532083,3.084998369,3.531990528,3.016882181
Early-demographic dividend,EAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.905099988,4.105879784,4.017340183,3.578660011,4.125389934,4.422070026,4.027415037,4.07831502,4.404124975,4.421679974,4.0832901,3.969330072,3.886377811,3.931309938,3.751430035,3.487755537,4.102292538,3.881080627
East Asia & Pacific,EAS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.172099948,3.542490005,3.864919901,3.652760029,3.508500099,3.887760758,3.599519968,3.605279922,3.64741993,3.760319948,3.562070012,3.583600044,3.569971323,3.441989064,3.310805082,3.355791569,3.616491556,3.297843456
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.469280005,3.384239912,3.227304935,3.337610006,3.80548799,4.274290085,3.847624302,3.935110092,3.959833622,4.058229923,4.041966438,3.912084341,3.962090015,4.323689938,4.300039768,4.056695104,4.389126778,4.439170837
Europe & Central Asia,ECS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.388735056,4.650090218,4.530329943,4.834060192,4.839900017,4.968065023,5.03881979,4.896920204,4.880110025,4.935389996,4.925795078,4.909530163,4.839230061,4.780539989,4.67667985,4.654415131,4.862639904,5.001584053
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.150930047,4.079585075500001,4.017340183,3.9131599665000003,4.33701992,4.342420101,4.507430077,4.726890087,4.643070221,5.004640102,5.260990143,4.998700142,4.362748146,4.614257813,4.621455193,4.225659847,4.114019871,3.691380024
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,4.079585075500001,4.795883656,4.6707201,3.760829926,3.639190912,3.542651892,3.344296455,3.368304729,4.122526169,4.251385689,3.930848122,4.294914961,4.184885025,4.064687848,4.042768955,4.420020103500001,4.0849078295000005
Euro area,EMU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.274270058,5.33713007,5.258719921,4.961565018,5.069284916,5.559059858,5.412489891,5.113430023,5.221613884,5.270969868,5.176151276,4.969085217,4.839230061,4.871829987,4.804859877,4.896490097,5.143194914,5.061165571
Eritrea,ERI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,4.047160149,3.523900032,3.148969889,4.33701992,4.483980179,4.048079967,4.07831502,4.164209843,4.2676501275,4.139840126,4.232900143,4.294914961,4.184885025,4.064687848,4.042768955,4.420020103500001,4.0849078295000005
Spain,ESP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.166049957,4.111269951,4.134570122,4.157859802,4.528059959,4.912000179,4.856080055,4.896920204,4.46931982,4.349619865,4.301509857,4.284570217,4.225440025,4.205520153,4.179490089,4.230219841,4.899869919,4.585320473
Estonia,EST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.339459896,5.228459835,5.43460989,4.876749992,5.484039783,5.960050106,5.517789841,5.014490128,4.717720032,4.843880177,4.394330025,5.144189835,5.15763998,4.961319923,5.239970207,5.295710087,5.519929886,5.910652637
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.983109951,3.700289965,3.632450104,3.9131599665000003,5.408199787,4.422070026,4.496590137,5.485760212,5.56678009,4.498549938,4.602019787,5.15336132,5.061513901,5.499050617,5.220111847,4.480869293,4.090565205,4.065248966
